Invoice_ID,Date,Branch, CITY,Category,Product,Quantity,Unit_Price,Payment_Method,Customer_Type,Gender,Rating,Month,TOTAL_SALES,,,,,
INV229,04-05-2026,A,Mumbai,Home & Kitchen,Mixer Grinder,5,3160,Card,Normal,Male,4.7,MAY,15800,,,,,
INV230,27-02-2026,D,Thane,Stationery,Calculator,3,380,UPI,Normal,Female,4.1,FEB,1140,,,,,
INV231,08-06-2026,B,Pune,Electronics,Earbuds,3,2410,Cash,Member,Male,3.2,JUN,7230,,,,,
INV232,15-01-2026,B,Pune,Home & Kitchen,Mixer Grinder,7,3140,Net Banking,Member,Male,3.3,JAN,21980,,,,,
INV233,21-06-2026,D,Thane,Grocery,Pulses,1,120,Cash,Member,Male,3.2,JUN,120,,,,,
INV234,05-05-2026,E,Nagpur,Clothing,Jeans,8,1510,UPI,Normal,Female,3.1,MAY,12080,,,,,
INV235,09-01-2026,B,Pune,Electronics,Keyboard,5,1260,Card,Member,Male,4.5,JAN,6300,,,,,
INV236,26-01-2026,B,Pune,Electronics,Smart Watch,8,2690,Cash,Normal,Female,3.1,JAN,21520,,,,,
INV237,10-03-2026,E,Nagpur,Beauty,Perfume,1,830,Card,Member,Male,4.4,MAR,830,,,,,
INV238,18-02-2026,E,Nagpur,Beauty,Body Lotion,7,340,UPI,Normal,Male,3.7,FEB,2380,,,,,
INV239,12-03-2026,C,Nashik,Beauty,Lip Balm,6,160,Card,Member,Female,3.8,MAR,960,,,,,
INV240,22-03-2026,D,Thane,Home & Kitchen,Frying Pan,2,960,Cash,Normal,Female,4.4,MAR,1920,,,,,
INV241,18-06-2026,D,Thane,Beauty,Perfume,2,850,UPI,Member,Male,4.1,JUN,1700,,,,,
INV242,07-04-2026,C,Nashik,Home & Kitchen,Mixer Grinder,6,3340,Cash,Normal,Female,3.5,APR,20040,,,,,
INV243,25-03-2026,E,Nagpur,Beauty,Perfume,4,850,Net Banking,Member,Male,4.0,MAR,3400,,,,,
INV244,29-05-2026,B,Pune,Grocery,Cooking Oil,4,130,UPI,Normal,Male,4.9,MAY,520,,,,,
INV245,27-02-2026,D,Thane,Grocery,Sugar,3,50,Wallet,Normal,Male,3.3,FEB,150,,,,,
INV246,18-01-2026,B,Pune,Stationery,School Bag,5,840,UPI,Member,Female,3.7,JAN,4200,,,,,
INV247,31-05-2026,D,Thane,Home & Kitchen,Storage Box,6,470,UPI,Normal,Female,4.4,MAY,2820,,,,,
INV248,14-05-2026,D,Thane,Clothing,Dress,4,1500,Cash,Normal,Male,4.4,MAY,6000,,,,,
INV249,13-04-2026,A,Mumbai,Stationery,Diary,4,250,Cash,Member,Male,3.1,APR,1000,,,,,
INV250,29-05-2026,E,Nagpur,Beauty,Hair Oil,5,230,Wallet,Member,Female,3.6,MAY,1150,,,,,
INV251,08-06-2026,B,Pune,Home & Kitchen,Cushion,7,570,UPI,Normal,Male,4.7,JUN,3990,,,,,
INV252,13-03-2026,D,Thane,Clothing,Track Pants,5,1070,Net Banking,Normal,Female,4.1,MAR,5350,,,,,
INV253,10-01-2026,B,Pune,Beauty,Lip Balm,6,190,UPI,Member,Female,3.1,JAN,1140,,,,,
INV254,10-05-2026,E,Nagpur,Home & Kitchen,Frying Pan,4,850,Cash,Normal,Female,3.8,MAY,3400,,,,,
INV255,28-04-2026,D,Thane,Beauty,Lip Balm,8,180,UPI,Normal,Male,3.6,APR,1440,,,,,
INV256,25-04-2026,A,Mumbai,Clothing,Track Pants,7,980,Cash,Member,Female,3.5,APR,6860,,,,,
INV257,16-06-2026,C,Nashik,Clothing,Saree,6,1920,Card,Normal,Female,3.4,JUN,11520,,,,,
INV258,06-02-2026,A,Mumbai,Clothing,Shirt,8,1120,Card,Normal,Male,3.3,FEB,8960,,,,,
INV259,11-05-2026,A,Mumbai,Beauty,Hair Oil,3,210,UPI,Member,Male,4.7,MAY,630,,,,,
INV260,24-02-2026,C,Nashik,Electronics,Mouse,5,730,UPI,Member,Female,4.6,FEB,3650,,,,,
INV261,21-02-2026,B,Pune,Grocery,Tea,3,180,Wallet,Member,Male,4.0,FEB,540,,,,,
INV262,30-05-2026,D,Thane,Beauty,Face Wash,2,270,Cash,Normal,Female,4.4,MAY,540,,,,,
INV263,12-05-2026,C,Nashik,Electronics,Smart Watch,5,2580,Card,Normal,Male,4.7,MAY,12900,,,,,
INV264,04-01-2026,D,Thane,Home & Kitchen,Dinner Set,6,1810,UPI,Member,Female,3.4,JAN,10860,,,,,
INV265,12-04-2026,E,Nagpur,Electronics,Power Bank,4,1070,Net Banking,Normal,Female,4.0,APR,4280,,,,,
INV266,25-03-2026,C,Nashik,Clothing,Jeans,4,1520,Cash,Member,Male,4.1,MAR,6080,,,,,
INV267,25-06-2026,C,Nashik,Home & Kitchen,Water Bottle,5,550,UPI,Normal,Male,3.3,JUN,2750,,,,,
INV268,09-03-2026,D,Thane,Beauty,Perfume,1,850,Cash,Member,Male,4.4,MAR,850,,,,,
INV269,05-04-2026,E,Nagpur,Beauty,Sunscreen,1,510,Net Banking,Normal,Male,4.7,APR,510,,,,,
INV270,16-05-2026,E,Nagpur,Clothing,Track Pants,2,960,Cash,Normal,Male,4.8,MAY,1920,,,,,
INV271,12-01-2026,E,Nagpur,Home & Kitchen,Mixer Grinder,5,2900,UPI,Normal,Female,3.4,JAN,14500,,,,,
INV272,10-04-2026,A,Mumbai,Beauty,Body Lotion,2,370,Wallet,Member,Female,4.4,APR,740,,,,,
INV273,10-03-2026,A,Mumbai,Stationery,School Bag,6,920,Cash,Normal,Male,3.9,MAR,5520,,,,,
INV274,21-01-2026,C,Nashik,Home & Kitchen,Dinner Set,7,1970,UPI,Member,Male,4.2,JAN,13790,,,,,
INV275,13-01-2026,E,Nagpur,Beauty,Sunscreen,6,550,Card,Member,Female,3.9,JAN,3300,,,,,
INV276,06-05-2026,D,Thane,Stationery,Pen Pack,8,90,UPI,Member,Male,4.9,MAY,720,,,,,
INV277,19-01-2026,E,Nagpur,Home & Kitchen,Bedsheet,1,1180,UPI,Normal,Female,3.8,JAN,1180,,,,,
INV278,09-03-2026,C,Nashik,Home & Kitchen,Water Bottle,8,510,UPI,Member,Female,3.5,MAR,4080,,,,,
INV279,13-04-2026,C,Nashik,Clothing,Shirt,2,1050,UPI,Member,Male,4.4,APR,2100,,,,,
INV280,20-03-2026,D,Thane,Clothing,Track Pants,6,1040,UPI,Normal,Female,4.1,MAR,6240,,,,,
INV281,24-04-2026,C,Nashik,Home & Kitchen,Cushion,5,540,Cash,Member,Male,4.6,APR,2700,,,,,
INV282,12-03-2026,C,Nashik,Home & Kitchen,Frying Pan,7,890,Cash,Normal,Female,4.5,MAR,6230,,,,,
INV283,28-06-2026,B,Pune,Clothing,Dress,3,1540,Card,Normal,Female,5.0,JUN,4620,,,,,
INV284,25-05-2026,E,Nagpur,Electronics,Bluetooth Speaker,6,1800,UPI,Member,Female,4.9,MAY,10800,,,,,
INV285,13-06-2026,E,Nagpur,Electronics,Mouse,1,870,Card,Normal,Female,3.9,JUN,870,,,,,
INV286,14-05-2026,A,Mumbai,Stationery,Sketch Pens,4,200,Card,Member,Female,4.4,MAY,800,,,,,
INV287,02-05-2026,E,Nagpur,Stationery,School Bag,1,930,UPI,Normal,Male,4.2,MAY,930,,,,,
INV288,12-03-2026,C,Nashik,Clothing,Shirt,3,1050,UPI,Member,Female,4.0,MAR,3150,,,,,
INV289,25-06-2026,E,Nagpur,Stationery,Notebook,7,120,Cash,Normal,Female,3.4,JUN,840,,,,,
INV290,18-05-2026,C,Nashik,Electronics,USB Cable,5,330,Card,Normal,Male,4.9,MAY,1650,,,,,
INV291,14-04-2026,E,Nagpur,Electronics,Earbuds,5,2270,Card,Normal,Male,3.1,APR,11350,,,,,
INV292,22-04-2026,B,Pune,Grocery,Coffee,1,230,Wallet,Member,Female,4.3,APR,230,,,,,
INV293,16-02-2026,B,Pune,Beauty,Perfume,3,970,Cash,Normal,Female,4.9,FEB,2910,,,,,
INV294,14-06-2026,E,Nagpur,Clothing,Jeans,4,1310,Card,Normal,Female,3.8,JUN,5240,,,,,
INV295,15-02-2026,E,Nagpur,Beauty,Hair Oil,8,200,Cash,Member,Male,3.5,FEB,1600,,,,,
INV296,31-05-2026,A,Mumbai,Stationery,Marker Set,1,160,UPI,Member,Female,4.0,MAY,160,,,,,
INV297,13-02-2026,C,Nashik,Clothing,Dress,1,1730,Card,Normal,Male,3.1,FEB,1730,,,,,
INV298,22-03-2026,A,Mumbai,Beauty,Moisturizer,5,470,UPI,Member,Male,4.9,MAR,2350,,,,,
INV299,04-03-2026,C,Nashik,Home & Kitchen,Frying Pan,6,850,Card,Normal,Male,3.8,MAR,5100,,,,,
INV300,21-04-2026,C,Nashik,Stationery,Notebook,5,130,UPI,Member,Male,4.0,APR,650,,,,,
INV301,02-03-2026,B,Pune,Beauty,Lip Balm,5,180,UPI,Normal,Male,4.4,MAR,900,,,,,
INV302,01-06-2026,A,Mumbai,Beauty,Lip Balm,3,170,Wallet,Member,Female,3.5,JUN,510,,,,,
INV303,09-03-2026,B,Pune,Grocery,Cooking Oil,8,130,Cash,Member,Male,3.2,MAR,1040,,,,,
INV304,24-05-2026,D,Thane,Clothing,Saree,8,1860,Card,Normal,Female,4.3,MAY,14880,,,,,
INV305,25-02-2026,A,Mumbai,Electronics,Earbuds,7,2270,Cash,Normal,Male,5.0,FEB,15890,,,,,
INV306,18-04-2026,A,Mumbai,Clothing,T-Shirt,2,570,Card,Normal,Female,4.1,APR,1140,,,,,
INV307,02-02-2026,E,Nagpur,Home & Kitchen,Cushion,8,550,Card,Normal,Female,3.2,FEB,4400,,,,,
INV308,05-03-2026,E,Nagpur,Beauty,Lip Balm,1,170,Cash,Member,Male,5.0,MAR,170,,,,,
INV309,31-03-2026,E,Nagpur,Grocery,Biscuits,5,40,UPI,Normal,Female,3.4,MAR,200,,,,,
INV310,22-02-2026,D,Thane,Grocery,Rice,8,90,UPI,Member,Female,3.5,FEB,720,,,,,
INV311,01-02-2026,E,Nagpur,Grocery,Cooking Oil,7,150,UPI,Member,Male,3.7,FEB,1050,,,,,
INV312,21-01-2026,E,Nagpur,Home & Kitchen,Mixer Grinder,6,3430,Card,Normal,Male,3.1,JAN,20580,,,,,
INV313,04-05-2026,C,Nashik,Beauty,Body Lotion,3,340,UPI,Normal,Male,3.4,MAY,1020,,,,,
INV314,14-05-2026,B,Pune,Stationery,Diary,4,230,Cash,Normal,Female,4.7,MAY,920,,,,,
INV315,24-01-2026,E,Nagpur,Electronics,Earbuds,7,2390,UPI,Member,Male,4.9,JAN,16730,,,,,
INV316,17-01-2026,C,Nashik,Home & Kitchen,Bedsheet,4,1090,UPI,Normal,Male,4.5,JAN,4360,,,,,
INV317,21-02-2026,D,Thane,Beauty,Shampoo,5,420,Card,Member,Female,3.4,FEB,2100,,,,,
INV318,15-05-2026,B,Pune,Home & Kitchen,Cooker,8,1770,Cash,Member,Male,4.2,MAY,14160,,,,,
INV319,08-05-2026,D,Thane,Stationery,School Bag,6,970,UPI,Normal,Female,3.5,MAY,5820,,,,,
INV320,04-06-2026,A,Mumbai,Grocery,Biscuits,2,40,Wallet,Normal,Female,3.3,JUN,80,,,,,
INV321,02-05-2026,E,Nagpur,Grocery,Sugar,4,50,UPI,Member,Male,4.0,MAY,200,,,,,
INV322,16-01-2026,A,Mumbai,Home & Kitchen,Water Bottle,6,460,UPI,Member,Female,4.4,JAN,2760,,,,,
INV323,19-04-2026,E,Nagpur,Clothing,T-Shirt,8,550,UPI,Normal,Male,4.8,APR,4400,,,,,
INV324,06-01-2026,D,Thane,Stationery,File Folder,1,70,Wallet,Member,Male,3.1,JAN,70,,,,,
INV325,24-04-2026,C,Nashik,Clothing,Jacket,3,2330,Wallet,Member,Male,4.8,APR,6990,,,,,
INV326,02-06-2026,C,Nashik,Clothing,Dress,6,1540,UPI,Member,Male,3.8,JUN,9240,,,,,
INV327,02-06-2026,E,Nagpur,Home & Kitchen,Cushion,6,560,Card,Member,Male,4.4,JUN,3360,,,,,
INV328,09-02-2026,C,Nashik,Beauty,Perfume,7,910,Card,Normal,Female,3.6,FEB,6370,,,,,
INV329,03-03-2026,D,Thane,Home & Kitchen,Frying Pan,4,980,Card,Member,Female,4.5,MAR,3920,,,,,
INV330,09-05-2026,E,Nagpur,Grocery,Coffee,4,200,Net Banking,Normal,Male,3.3,MAY,800,,,,,
INV331,18-04-2026,D,Thane,Stationery,School Bag,1,910,UPI,Member,Female,4.7,APR,910,,,,,
INV332,02-06-2026,C,Nashik,Stationery,School Bag,7,900,UPI,Normal,Female,3.2,JUN,6300,,,,,
INV333,22-04-2026,A,Mumbai,Clothing,Track Pants,8,1080,UPI,Member,Female,3.3,APR,8640,,,,,
INV334,05-04-2026,A,Mumbai,Home & Kitchen,Bedsheet,4,1310,UPI,Normal,Female,3.6,APR,5240,,,,,
INV335,26-01-2026,D,Thane,Electronics,Headphones,8,1490,Wallet,Member,Male,3.5,JAN,11920,,,,,
INV336,21-06-2026,D,Thane,Grocery,Rice,2,80,UPI,Member,Male,4.5,JUN,160,,,,,
INV337,24-06-2026,E,Nagpur,Beauty,Moisturizer,5,460,UPI,Member,Female,3.3,JUN,2300,,,,,
INV338,26-06-2026,C,Nashik,Clothing,Jacket,2,2410,Card,Normal,Male,4.3,JUN,4820,,,,,
INV339,03-05-2026,E,Nagpur,Clothing,T-Shirt,2,550,Card,Member,Male,3.7,MAY,1100,,,,,
INV340,19-06-2026,E,Nagpur,Electronics,Headphones,2,1630,Cash,Normal,Male,3.3,JUN,3260,,,,,
INV341,24-04-2026,B,Pune,Clothing,T-Shirt,3,660,Net Banking,Member,Male,4.0,APR,1980,,,,,
INV342,24-05-2026,D,Thane,Stationery,Pen Pack,5,90,UPI,Member,Female,4.9,MAY,450,,,,,
INV343,11-06-2026,C,Nashik,Clothing,Dress,6,1720,Cash,Member,Male,3.7,JUN,10320,,,,,
INV344,30-05-2026,E,Nagpur,Stationery,Diary,6,270,Net Banking,Normal,Female,3.4,MAY,1620,,,,,
INV345,12-06-2026,D,Thane,Clothing,Dress,5,1550,UPI,Normal,Male,3.6,JUN,7750,,,,,
INV346,28-04-2026,E,Nagpur,Beauty,Face Wash,6,250,Card,Member,Male,4.2,APR,1500,,,,,
INV347,11-02-2026,B,Pune,Stationery,School Bag,1,870,UPI,Normal,Male,4.8,FEB,870,,,,,
INV348,27-05-2026,E,Nagpur,Clothing,Kurta,4,870,Cash,Member,Male,3.8,MAY,3480,,,,,
INV349,17-05-2026,A,Mumbai,Stationery,School Bag,7,980,UPI,Member,Female,3.4,MAY,6860,,,,,
INV350,04-01-2026,D,Thane,Electronics,USB Cable,3,330,Card,Normal,Female,3.7,JAN,990,,,,,
INV351,31-01-2026,C,Nashik,Electronics,Power Bank,1,1040,UPI,Normal,Male,4.6,JAN,1040,,,,,
INV352,23-06-2026,C,Nashik,Stationery,Marker Set,7,160,Card,Normal,Male,4.3,JUN,1120,,,,,
INV353,18-03-2026,B,Pune,Stationery,Notebook,3,120,Net Banking,Normal,Female,3.6,MAR,360,,,,,
INV354,11-06-2026,A,Mumbai,Grocery,Cooking Oil,1,150,Card,Normal,Male,3.8,JUN,150,,,,,
INV355,05-06-2026,A,Mumbai,Beauty,Shampoo,7,420,Card,Normal,Female,4.5,JUN,2940,,,,,
INV356,12-01-2026,E,Nagpur,Clothing,Track Pants,5,1070,Net Banking,Normal,Female,3.1,JAN,5350,,,,,
INV357,27-06-2026,E,Nagpur,Stationery,School Bag,5,860,UPI,Normal,Female,4.4,JUN,4300,,,,,
INV358,31-05-2026,C,Nashik,Stationery,Sketch Pens,5,180,UPI,Member,Female,3.5,MAY,900,,,,,
INV359,16-02-2026,B,Pune,Clothing,Shirt,7,1070,Card,Normal,Male,3.7,FEB,7490,,,,,
INV360,03-02-2026,B,Pune,Grocery,Tea,5,190,UPI,Member,Female,3.9,FEB,950,,,,,
INV361,04-01-2026,A,Mumbai,Clothing,Jacket,2,2030,UPI,Normal,Male,4.3,JAN,4060,,,,,
INV362,16-06-2026,B,Pune,Stationery,Sketch Pens,6,190,Wallet,Normal,Female,4.6,JUN,1140,,,,,
INV363,02-01-2026,A,Mumbai,Electronics,Bluetooth Speaker,3,1800,UPI,Member,Female,4.6,JAN,5400,,,,,
INV364,07-04-2026,A,Mumbai,Home & Kitchen,Frying Pan,7,930,Card,Normal,Male,4.8,APR,6510,,,,,
INV365,03-02-2026,E,Nagpur,Electronics,Headphones,3,1480,Card,Normal,Female,3.2,FEB,4440,,,,,
INV366,20-03-2026,A,Mumbai,Beauty,Hair Oil,7,210,Card,Member,Male,4.9,MAR,1470,,,,,
INV367,13-03-2026,D,Thane,Clothing,Saree,2,1730,UPI,Member,Male,4.9,MAR,3460,,,,,
INV368,26-04-2026,B,Pune,Stationery,School Bag,5,920,Cash,Normal,Female,4.7,APR,4600,,,,,
INV369,02-03-2026,E,Nagpur,Electronics,Smart Watch,1,2320,Card,Normal,Female,4.3,MAR,2320,,,,,
INV370,24-02-2026,B,Pune,Stationery,Notebook,8,110,Cash,Normal,Male,4.9,FEB,880,,,,,
INV371,05-06-2026,C,Nashik,Electronics,Smart Watch,5,2700,Cash,Member,Female,4.2,JUN,13500,,,,,
INV372,20-05-2026,B,Pune,Grocery,Sugar,5,50,Card,Normal,Male,4.5,MAY,250,,,,,
INV373,20-06-2026,D,Thane,Electronics,Earbuds,6,2100,Net Banking,Member,Female,4.3,JUN,12600,,,,,
INV374,15-04-2026,E,Nagpur,Grocery,Wheat Flour,3,60,Net Banking,Member,Female,4.4,APR,180,,,,,
INV375,19-02-2026,C,Nashik,Grocery,Tea,7,160,UPI,Normal,Male,3.6,FEB,1120,,,,,
INV376,01-01-2026,A,Mumbai,Grocery,Sugar,6,50,Card,Member,Female,4.4,JAN,300,,,,,
INV377,09-01-2026,B,Pune,Beauty,Lip Balm,2,190,UPI,Normal,Female,4.7,JAN,380,,,,,
INV378,22-02-2026,A,Mumbai,Grocery,Sugar,1,50,UPI,Member,Female,3.4,FEB,50,,,,,
INV379,31-03-2026,A,Mumbai,Electronics,Power Bank,5,1030,Cash,Normal,Male,3.8,MAR,5150,,,,,
INV380,15-01-2026,D,Thane,Electronics,Bluetooth Speaker,7,1720,Card,Member,Female,4.8,JAN,12040,,,,,
INV381,15-04-2026,C,Nashik,Beauty,Perfume,8,990,UPI,Normal,Female,3.7,APR,7920,,,,,
INV382,18-05-2026,D,Thane,Home & Kitchen,Water Bottle,8,450,Card,Member,Female,3.8,MAY,3600,,,,,
INV383,11-01-2026,E,Nagpur,Clothing,Dress,3,1690,UPI,Normal,Male,3.1,JAN,5070,,,,,
INV384,13-05-2026,E,Nagpur,Electronics,USB Cable,7,320,Cash,Normal,Female,3.8,MAY,2240,,,,,
INV385,26-04-2026,B,Pune,Beauty,Lip Balm,8,180,Cash,Normal,Male,4.9,APR,1440,,,,,
INV386,02-01-2026,B,Pune,Electronics,Earbuds,2,2270,UPI,Member,Female,4.3,JAN,4540,,,,,
INV387,14-02-2026,A,Mumbai,Grocery,Cooking Oil,2,130,UPI,Normal,Female,3.5,FEB,260,,,,,
INV388,29-04-2026,C,Nashik,Electronics,USB Cable,6,360,Card,Member,Male,4.0,APR,2160,,,,,
INV389,30-01-2026,A,Mumbai,Beauty,Moisturizer,4,460,Card,Member,Male,5.0,JAN,1840,,,,,
INV390,21-02-2026,E,Nagpur,Clothing,Jacket,4,2160,Net Banking,Normal,Male,4.2,FEB,8640,,,,,
INV391,13-05-2026,B,Pune,Electronics,Earbuds,5,2240,Net Banking,Normal,Male,3.7,MAY,11200,,,,,
INV392,25-06-2026,C,Nashik,Electronics,Power Bank,3,1070,UPI,Member,Female,4.1,JUN,3210,,,,,
INV393,30-05-2026,D,Thane,Stationery,Pen Pack,8,90,Card,Member,Male,4.9,MAY,720,,,,,
INV394,07-02-2026,A,Mumbai,Stationery,Sketch Pens,1,190,UPI,Normal,Male,4.8,FEB,190,,,,,
INV395,29-03-2026,C,Nashik,Stationery,Pen Pack,2,90,Wallet,Member,Female,4.6,MAR,180,,,,,
INV396,01-05-2026,A,Mumbai,Home & Kitchen,Water Bottle,8,540,Cash,Normal,Female,4.2,MAY,4320,,,,,
INV397,17-06-2026,E,Nagpur,Beauty,Body Lotion,1,320,Net Banking,Member,Female,4.1,JUN,320,,,,,
INV398,15-06-2026,D,Thane,Grocery,Sugar,8,50,Cash,Normal,Male,4.9,JUN,400,,,,,
INV399,27-01-2026,C,Nashik,Electronics,Bluetooth Speaker,7,1920,Cash,Normal,Male,3.2,JAN,13440,,,,,
INV400,21-04-2026,E,Nagpur,Grocery,Wheat Flour,8,60,Wallet,Member,Female,4.0,APR,480,,,,,
INV401,17-04-2026,C,Nashik,Electronics,Headphones,3,1480,Cash,Member,Male,3.3,APR,4440,,,,,
INV402,27-06-2026,D,Thane,Stationery,Notebook,5,130,Cash,Member,Female,3.6,JUN,650,,,,,
INV403,26-03-2026,C,Nashik,Stationery,Marker Set,7,150,Cash,Member,Male,4.6,MAR,1050,,,,,
INV404,15-06-2026,C,Nashik,Electronics,Power Bank,5,1030,Card,Normal,Male,4.0,JUN,5150,,,,,
INV405,15-02-2026,D,Thane,Grocery,Sugar,7,50,UPI,Normal,Female,4.1,FEB,350,,,,,
INV406,11-03-2026,A,Mumbai,Home & Kitchen,Water Bottle,7,470,UPI,Normal,Male,4.2,MAR,3290,,,,,
INV407,07-04-2026,B,Pune,Stationery,Diary,7,240,Card,Normal,Male,3.9,APR,1680,,,,,
INV408,03-04-2026,C,Nashik,Electronics,Headphones,7,1450,UPI,Member,Male,3.8,APR,10150,,,,,
INV409,24-05-2026,E,Nagpur,Stationery,Notebook,5,120,UPI,Member,Female,3.5,MAY,600,,,,,
INV410,08-02-2026,A,Mumbai,Home & Kitchen,Frying Pan,4,930,Net Banking,Normal,Male,3.5,FEB,3720,,,,,
INV411,07-04-2026,A,Mumbai,Beauty,Face Wash,3,240,Card,Member,Female,4.2,APR,720,,,,,
INV412,12-02-2026,A,Mumbai,Electronics,Bluetooth Speaker,6,1740,Card,Member,Male,4.8,FEB,10440,,,,,
INV413,16-06-2026,B,Pune,Grocery,Coffee,1,230,Card,Member,Female,4.9,JUN,230,,,,,
INV414,28-06-2026,C,Nashik,Stationery,Sketch Pens,2,180,Cash,Member,Male,4.5,JUN,360,,,,,
INV415,26-02-2026,B,Pune,Clothing,Dress,4,1730,Card,Normal,Male,3.9,FEB,6920,,,,,
INV416,12-04-2026,A,Mumbai,Electronics,Bluetooth Speaker,5,1660,Cash,Member,Female,4.5,APR,8300,,,,,
INV417,14-03-2026,A,Mumbai,Beauty,Shampoo,5,380,Net Banking,Member,Male,3.0,MAR,1900,,,,,
INV418,13-02-2026,E,Nagpur,Beauty,Face Wash,4,270,Card,Member,Female,4.7,FEB,1080,,,,,
INV419,01-04-2026,B,Pune,Home & Kitchen,Mixer Grinder,7,3490,Wallet,Member,Female,4.9,APR,24430,,,,,
INV420,22-05-2026,E,Nagpur,Clothing,Dress,8,1630,Card,Member,Female,3.9,MAY,13040,,,,,
INV421,16-05-2026,E,Nagpur,Electronics,Power Bank,4,920,Card,Member,Male,3.3,MAY,3680,,,,,
INV422,28-06-2026,B,Pune,Beauty,Body Lotion,8,370,Cash,Member,Male,4.2,JUN,2960,,,,,
INV423,04-05-2026,C,Nashik,Beauty,Body Lotion,2,340,Card,Normal,Female,3.9,MAY,680,,,,,
INV424,21-05-2026,C,Nashik,Beauty,Lip Balm,7,180,UPI,Normal,Female,3.8,MAY,1260,,,,,
INV425,17-05-2026,C,Nashik,Electronics,Smart Watch,7,2530,UPI,Member,Female,3.9,MAY,17710,,,,,
INV426,21-01-2026,C,Nashik,Home & Kitchen,Mixer Grinder,5,3270,UPI,Member,Male,4.6,JAN,16350,,,,,
INV427,09-04-2026,D,Thane,Beauty,Body Lotion,2,350,UPI,Member,Female,4.0,APR,700,,,,,
INV428,13-06-2026,B,Pune,Stationery,Diary,1,270,UPI,Normal,Male,4.8,JUN,270,,,,,
INV429,04-04-2026,C,Nashik,Grocery,Coffee,5,220,Cash,Normal,Female,3.0,APR,1100,,,,,
INV430,21-05-2026,A,Mumbai,Clothing,Jacket,2,2050,Wallet,Member,Male,4.9,MAY,4100,,,,,
INV431,03-01-2026,A,Mumbai,Beauty,Moisturizer,3,470,UPI,Normal,Female,4.5,JAN,1410,,,,,
INV432,19-01-2026,E,Nagpur,Stationery,File Folder,7,70,UPI,Normal,Female,3.3,JAN,490,,,,,
INV433,11-01-2026,D,Thane,Electronics,Power Bank,1,1020,UPI,Member,Male,5.0,JAN,1020,,,,,
INV434,27-04-2026,B,Pune,Grocery,Tea,5,180,Card,Member,Female,3.7,APR,900,,,,,
INV435,08-02-2026,B,Pune,Home & Kitchen,Storage Box,2,490,Cash,Member,Female,3.5,FEB,980,,,,,
INV436,07-06-2026,A,Mumbai,Grocery,Tea,5,180,UPI,Member,Male,4.3,JUN,900,,,,,
INV437,06-02-2026,D,Thane,Electronics,Headphones,3,1650,Card,Normal,Female,4.0,FEB,4950,,,,,
INV438,01-06-2026,A,Mumbai,Beauty,Moisturizer,1,470,UPI,Member,Female,3.2,JUN,470,,,,,
INV439,26-03-2026,C,Nashik,Electronics,Smart Watch,3,2740,Cash,Member,Female,3.1,MAR,8220,,,,,
INV440,17-06-2026,D,Thane,Grocery,Pulses,4,110,UPI,Member,Female,3.4,JUN,440,,,,,
INV441,12-03-2026,E,Nagpur,Beauty,Body Lotion,8,370,Card,Normal,Female,4.8,MAR,2960,,,,,
INV442,27-02-2026,D,Thane,Home & Kitchen,Cooker,4,1690,UPI,Normal,Male,5.0,FEB,6760,,,,,
INV443,13-05-2026,B,Pune,Electronics,Smart Watch,1,2670,Card,Normal,Male,3.6,MAY,2670,,,,,
INV444,24-03-2026,C,Nashik,Grocery,Coffee,6,220,UPI,Member,Female,3.9,MAR,1320,,,,,
INV445,13-05-2026,D,Thane,Beauty,Body Lotion,4,340,Cash,Member,Male,4.7,MAY,1360,,,,,
INV446,20-01-2026,E,Nagpur,Beauty,Face Wash,5,240,UPI,Normal,Female,3.8,JAN,1200,,,,,
INV447,05-02-2026,A,Mumbai,Grocery,Biscuits,1,40,Card,Normal,Female,4.2,FEB,40,,,,,
INV448,22-06-2026,C,Nashik,Grocery,Sugar,5,50,Card,Normal,Female,3.8,JUN,250,,,,,
INV449,16-04-2026,E,Nagpur,Beauty,Body Lotion,8,320,Cash,Member,Male,3.2,APR,2560,,,,,
INV450,17-01-2026,D,Thane,Clothing,Track Pants,7,1010,UPI,Normal,Male,3.2,JAN,7070,,,,,
INV451,20-06-2026,D,Thane,Electronics,USB Cable,8,370,UPI,Normal,Female,4.9,JUN,2960,,,,,
INV452,23-03-2026,C,Nashik,Clothing,Jeans,6,1420,Wallet,Member,Male,4.1,MAR,8520,,,,,
INV453,21-01-2026,B,Pune,Electronics,Smart Watch,1,2500,UPI,Member,Female,3.7,JAN,2500,,,,,
INV454,01-06-2026,D,Thane,Home & Kitchen,Dinner Set,1,1940,UPI,Member,Female,4.9,JUN,1940,,,,,
INV455,02-04-2026,B,Pune,Stationery,Diary,5,260,UPI,Normal,Male,3.9,APR,1300,,,,,
INV456,16-03-2026,A,Mumbai,Stationery,School Bag,7,920,UPI,Normal,Female,4.4,MAR,6440,,,,,
INV457,27-02-2026,C,Nashik,Home & Kitchen,Cushion,5,620,Cash,Normal,Female,5.0,FEB,3100,,,,,
INV458,22-01-2026,B,Pune,Beauty,Perfume,4,880,Card,Member,Male,3.2,JAN,3520,,,,,
INV459,21-03-2026,D,Thane,Grocery,Rice,3,80,Card,Normal,Male,4.4,MAR,240,,,,,
